two_theta,intensity
31.92,0.0101064
31.93,0.0101064
31.95,0.0047872
31.97,0.0090426
31.99,0.0101064
32.01,0.0069149
32.03,0.0047872
32.05,0.0090426
32.07,0.0079787
32.09,0.0069149
32.11,0.0058511
32.13,0.0095745
32.15,0.0111702
32.17,0.0101064
32.19,0.0058511
32.21,0.012234
32.23,0.0079787
32.25,0.012234
32.27,0.0090426
32.29,0.0095745
32.31,0.0138298
32.33,0.0180851
32.35,0.018617
32.37,0.0324468
32.39,0.0452128
32.41,0.0292553
32.43,0.0239362
32.45,0.0297872
32.47,0.0255319
32.49,0.0212766
32.51,0.0164894
32.53,0.0196809
32.55,0.0159575
32.56,0.0117021
32.58,0.0085106
32.6,0.012234
32.62,0.0196809
32.64,0.0148936
32.66,0.018617
32.68,0.0069149
32.7,0.0154255
32.72,0.0170213
32.74,0.0207447
32.76,0.012766
32.78,0.0085106
32.8,0.0074468
32.82,0.0154255
32.84,0.0074468
32.86,0.012234
32.88,0.0117021
